Precision@5,Precision@10,Precision@20,MRR,NDCG@5,NDCG@10,NDCG@20,Accuracy
0.992394400000005,0.9909536000000161,0.9893515999999893,0.9964746984724695,0.9928597750690648,0.991698864482321,0.9903110322304384,0.98472972
