Precision@5,Precision@10,Precision@20,MRR,NDCG@5,NDCG@10,NDCG@20,Accuracy
0.9924088000000045,0.991011400000016,0.9894445999999885,0.9965033557509587,0.9928803016927811,0.9917472456042221,0.9903865173487659,0.9849115999999999
